Basin,District,Gross Capacity,Current Level,Current Storage,Flood Cushion,Inflow,Outflow,Year,Month,reservoir_id
Krishna,10,215.81,862.89,115.13,100.68,0.0,4700.0,2017,1,1
Krishna,9,312.05,518.8,147.04,165.01,12019.0,16891.0,2017,1,2
Krishna,13,3.07,56.82,3.02,0.05,3818.0,1423.0,2017,1,4
Other,7,24.11,253.71,10.54,13.57,129.0,615.0,2017,1,5
Pennar,26,17.74,652.65,5.35,12.39,420.0,292.0,2017,1,6
Other,23,4.96,358.9,1.26,3.7,0.0,0.0,2017,1,7
Other,18,3.86,71.0,1.45,2.41,0.0,330.0,2017,1,8
Other,24,2.51,341.8,2.0,0.51,587.0,315.0,2017,1,9
Other,21,0.61,122.8,0.44,0.17,222.0,222.0,2017,1,10
Pennar,20,78.0,306.07,36.42,41.58,2158.0,3825.0,2017,1,11
Other,20,68.03,222.74,13.67,54.36,0.0,50.0,2017,1,12
Pennar,10,16.95,852.43,9.77,7.18,200.0,3500.0,2017,1,14
Pennar,26,10.0,938.4,1.14,8.86,0.0,41.0,2017,1,16
Pennar,26,9.98,609.12,0.0,9.98,0.0,0.0,2017,1,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,1,18
Pennar,10,2.97,865.78,2.44,0.53,-999.0,-999.0,2017,1,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,1,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,1,22
Krishna,10,215.81,848.88,77.62,138.19,0.0,62134.0,2017,2,1
Krishna,9,312.05,514.6,139.61,172.44,58209.0,1350.0,2017,2,2
Krishna,13,3.07,55.35,2.64,0.43,1882.0,115.0,2017,2,4
Other,7,24.11,246.82,8.52,15.59,65.0,798.0,2017,2,5
Pennar,26,17.74,612.96,0.94,16.8,20.0,342.0,2017,2,6
Other,23,4.96,363.52,1.87,3.09,30.0,0.0,2017,2,7
Other,18,3.86,68.01,1.32,2.54,0.0,30.0,2017,2,8
Other,24,2.51,341.99,2.04,0.47,428.0,301.0,2017,2,9
Other,21,0.61,120.96,0.28,0.33,66.0,66.0,2017,2,10
Pennar,20,78.0,299.98,29.39,48.61,333.0,3750.0,2017,2,11
Other,20,68.03,212.43,9.29,58.74,0.0,1550.0,2017,2,12
Pennar,10,16.95,847.24,7.75,9.2,645.0,50.0,2017,2,14
Pennar,26,10.0,927.99,0.35,9.65,0.0,71.0,2017,2,16
Pennar,26,9.98,609.19,0.0,9.98,-999.0,-999.0,2017,2,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,2,18
Pennar,10,2.97,865.94,2.46,0.51,-999.0,-999.0,2017,2,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,2,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,2,22
Krishna,10,215.81,823.39,43.44,172.37,0.0,12007.0,2017,3,1
Krishna,9,312.05,511.38,134.06,177.99,12007.0,10481.0,2017,3,2
Krishna,13,3.07,56.04,2.84,0.23,1391.0,736.0,2017,3,4
Other,7,24.11,239.14,6.43,17.68,-999.0,-999.0,2017,3,5
Pennar,26,17.74,646.29,4.31,13.43,0.0,-999.0,2017,3,6
Other,23,4.96,350.2,0.51,4.45,-999.0,-999.0,2017,3,7
Other,18,3.86,67.55,1.17,2.69,-999.0,-999.0,2017,3,8
Other,24,2.51,340.29,1.74,0.77,-999.0,-999.0,2017,3,9
Other,21,0.61,112.8,0.04,0.57,120.0,0.0,2017,3,10
Pennar,20,78.0,288.42,18.98,59.02,70.0,3739.0,2017,3,11
Other,20,68.03,-999.0,7.56,60.47,175.0,1202.0,2017,3,12
Pennar,10,16.95,-999.0,5.89,11.06,0.0,463.0,2017,3,14
Pennar,26,10.0,-999.0,0.0,10.0,0.0,0.0,2017,3,16
Pennar,26,9.98,609.12,0.0,9.98,-999.0,-999.0,2017,3,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,3,18
Pennar,10,2.97,864.3,2.25,0.72,-999.0,-999.0,2017,3,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,3,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,3,22
Krishna,10,215.81,806.89,32.54,183.27,0.0,13118.0,2017,4,1
Krishna,9,312.05,508.3,128.8,183.25,13118.0,5413.0,2017,4,2
Krishna,13,3.07,53.48,2.14,0.93,1306.0,1200.0,2017,4,4
Other,7,24.11,-999.0,4.48,19.63,34.0,826.0,2017,4,5
Pennar,26,17.74,612.96,0.94,16.8,-999.0,-999.0,2017,4,6
Other,23,4.96,359.61,1.33,3.63,-999.0,-999.0,2017,4,7
Other,18,3.86,67.55,1.17,2.69,-999.0,-999.0,2017,4,8
Other,24,2.51,339.83,1.67,0.84,-999.0,-999.0,2017,4,9
Other,21,0.61,110.6,0.0,0.61,60.0,73.0,2017,4,10
Pennar,20,78.0,279.04,12.5,65.5,0.0,2118.0,2017,4,11
Other,20,68.03,204.76,6.82,61.21,0.0,137.0,2017,4,12
Pennar,10,16.95,835.93,4.44,12.51,0.0,648.0,2017,4,14
Pennar,26,10.0,927.66,0.34,9.66,0.0,46.0,2017,4,16
Pennar,26,9.98,609.12,0.0,9.98,-999.0,-999.0,2017,4,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,4,18
Pennar,10,2.97,845.28,0.59,2.38,-999.0,-999.0,2017,4,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,4,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,4,22
Krishna,10,215.81,791.31,24.94,190.87,0.0,0.0,2017,5,1
Krishna,9,312.05,504.89,123.17,188.88,0.0,400.0,2017,5,2
Krishna,13,3.07,45.01,0.0,3.07,135.0,0.0,2017,5,4
Other,7,24.11,-999.0,3.56,20.55,56.0,118.0,2017,5,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,42.0,2017,5,6
Other,23,4.96,359.32,1.3,3.66,0.0,0.0,2017,5,7
Other,18,3.86,67.52,1.16,2.7,-999.0,-999.0,2017,5,8
Other,24,2.51,337.47,1.32,1.19,180.0,510.0,2017,5,9
Other,21,0.61,109.09,0.0,0.61,29.0,29.0,2017,5,10
Pennar,20,78.0,272.48,8.82,69.18,0.0,500.0,2017,5,11
Other,20,68.03,200.69,5.68,62.35,0.0,170.0,2017,5,12
Pennar,10,16.95,830.94,3.17,13.78,0.0,243.0,2017,5,14
Pennar,26,10.0,926.71,0.29,9.71,0.0,0.0,2017,5,16
Pennar,26,9.98,609.12,0.0,9.98,-999.0,-999.0,2017,5,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,5,18
Pennar,10,2.97,846.42,0.65,2.32,-999.0,-999.0,2017,5,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,5,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,5,22
Krishna,10,215.81,775.5,18.72,197.09,0.0,0.0,2017,6,1
Krishna,9,312.05,502.4,119.13,192.92,0.0,400.0,2017,6,2
Krishna,13,3.07,52.92,2.01,1.06,4838.0,1534.0,2017,6,4
Other,7,24.11,-999.0,3.07,21.04,35.0,152.0,2017,6,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,122.0,2017,6,6
Other,23,4.96,359.4,1.31,3.65,20.0,0.0,2017,6,7
Other,18,3.86,67.55,1.17,2.69,-999.0,-999.0,2017,6,8
Other,24,2.51,337.83,1.37,1.14,320.0,230.0,2017,6,9
Other,21,0.61,110.27,0.0,0.61,37.0,37.0,2017,6,10
Pennar,20,78.0,269.83,7.5,70.5,0.0,100.0,2017,6,11
Other,20,68.03,198.33,5.09,62.94,0.0,97.0,2017,6,12
Pennar,10,16.95,827.26,2.42,14.53,0.0,81.0,2017,6,14
Pennar,26,10.0,927.2,0.31,9.69,0.0,0.0,2017,6,16
Pennar,26,9.98,609.12,0.0,9.98,-999.0,-999.0,2017,6,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,6,18
Pennar,10,2.97,845.18,0.59,2.38,-999.0,-999.0,2017,6,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,6,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,6,22
Krishna,10,215.81,779.4,20.16,195.65,0.0,0.0,2017,7,1
Krishna,9,312.05,501.4,117.53,194.52,0.0,400.0,2017,7,2
Krishna,13,3.07,55.48,2.67,0.4,9508.0,7227.0,2017,7,4
Other,7,24.11,-999.0,4.27,19.84,774.0,100.0,2017,7,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,12.0,2017,7,6
Other,23,4.96,362.8,1.77,3.19,50.0,0.0,2017,7,7
Other,18,3.86,67.55,1.17,2.69,-999.0,-999.0,2017,7,8
Other,24,2.51,341.77,2.0,0.51,670.0,430.0,2017,7,9
Other,21,0.61,123.36,0.49,0.12,1537.0,1009.0,2017,7,10
Pennar,20,78.0,269.57,7.4,70.6,0.0,0.0,2017,7,11
Other,20,68.03,201.67,5.95,62.08,0.0,320.0,2017,7,12
Pennar,10,16.95,826.84,2.31,14.64,0.0,81.0,2017,7,14
Pennar,26,10.0,927.66,0.34,9.66,0.0,40.0,2017,7,16
Pennar,26,9.98,609.12,0.0,9.98,-999.0,-999.0,2017,7,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,7,18
Pennar,10,2.97,844.69,0.56,2.41,-999.0,-999.0,2017,7,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,7,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,7,22
Krishna,10,215.81,857.28,98.04,117.77,0.0,5257.0,2017,8,1
Krishna,9,312.05,524.4,157.42,154.63,0.0,19045.0,2017,8,2
Krishna,13,3.07,54.95,2.52,0.55,869.0,1016.0,2017,8,4
Other,7,24.11,232.25,4.93,19.18,171.0,620.0,2017,8,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,42.0,2017,8,6
Other,23,4.96,363.6,1.88,3.08,50.0,0.0,2017,8,7
Other,18,3.86,59.55,0.51,3.35,0.0,0.0,2017,8,8
Other,24,2.51,340.58,1.79,0.72,2100.0,2414.0,2017,8,9
Other,21,0.61,116.6,0.09,0.52,220.0,220.0,2017,8,10
Pennar,20,78.0,269.15,7.25,70.75,-999.0,-999.0,2017,8,11
Other,20,68.03,216.44,10.82,57.21,0.0,2750.0,2017,8,12
Pennar,10,16.95,847.01,7.66,9.29,0.0,938.0,2017,8,14
Pennar,26,10.0,-999.0,0.19,9.81,0.0,40.0,2017,8,16
Pennar,26,9.98,633.63,1.92,8.06,-999.0,-999.0,2017,8,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,8,18
Pennar,10,2.97,865.52,2.4,0.57,-999.0,-999.0,2017,8,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,8,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,8,22
Krishna,10,215.81,790.1,24.43,191.38,8000.0,0.0,2017,9,1
Krishna,9,312.05,500.0,115.31,196.74,0.0,800.0,2017,9,2
Krishna,13,3.07,56.0,2.83,0.24,11359.0,12466.0,2017,9,4
Other,7,24.11,240.68,6.83,17.28,620.0,620.0,2017,9,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,42.0,2017,9,6
Other,23,4.96,363.58,1.88,3.08,50.0,0.0,2017,9,7
Other,18,3.86,67.55,1.17,2.69,0.0,0.0,2017,9,8
Other,24,2.51,341.31,1.92,0.59,1850.0,2530.0,2017,9,9
Other,21,0.61,123.88,0.54,0.07,11976.0,12837.0,2017,9,10
Pennar,20,78.0,277.69,11.69,66.31,3071.0,108.0,2017,9,11
Other,20,68.03,200.85,5.72,62.31,0.0,185.0,2017,9,12
Pennar,10,16.95,827.0,2.35,14.6,15.0,15.0,2017,9,14
Pennar,26,10.0,927.92,0.35,9.65,0.0,0.0,2017,9,16
Pennar,26,9.98,609.12,0.0,9.98,-999.0,-999.0,2017,9,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,9,18
Pennar,10,2.97,844.13,0.53,2.44,-999.0,-999.0,2017,9,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,9,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,9,22
Krishna,10,215.81,876.1,169.07,46.74,129614.0,14488.0,2017,10,1
Krishna,9,312.05,518.1,145.83,166.22,0.0,6846.0,2017,10,2
Krishna,13,3.07,56.25,2.88,0.19,14909.0,14746.0,2017,10,4
Other,7,24.11,-999.0,9.6,14.51,2860.0,0.0,2017,10,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,30.0,2017,10,6
Other,23,4.96,364.8,2.05,2.91,-999.0,-999.0,2017,10,7
Other,18,3.86,67.55,1.17,2.69,0.0,0.0,2017,10,8
Other,24,2.51,342.16,2.07,0.44,1670.0,1670.0,2017,10,9
Other,21,0.61,125.0,0.61,0.0,6084.0,6084.0,2017,10,10
Pennar,20,78.0,-999.0,21.66,56.34,11910.0,70.0,2017,10,11
Other,20,68.03,-999.0,4.02,64.01,0.0,33.0,2017,10,12
Pennar,10,16.95,-999.0,12.26,4.69,9600.0,175.0,2017,10,14
Pennar,26,10.0,-999.0,0.0,10.0,0.0,0.0,2017,10,16
Pennar,26,9.98,609.12,0.0,9.98,-999.0,-999.0,2017,10,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,10,18
Pennar,10,2.97,854.36,1.19,1.78,-999.0,-999.0,2017,10,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,10,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,10,22
Krishna,10,215.81,881.99,198.9,16.91,0.0,51544.0,2017,11,1
Krishna,9,312.05,576.9,274.09,37.96,37919.0,7271.0,2017,11,2
Krishna,13,3.07,55.94,2.81,0.26,11348.0,12192.0,2017,11,4
Other,7,24.11,264.01,13.99,10.12,530.0,138.0,2017,11,5
Pennar,26,17.74,612.96,0.94,16.8,730.0,40.0,2017,11,6
Other,23,4.96,372.6,3.15,1.81,300.0,600.0,2017,11,7
Other,18,3.86,70.73,1.43,2.43,1457.0,40.0,2017,11,8
Other,24,2.51,341.77,2.0,0.51,-999.0,-999.0,2017,11,9
Other,21,0.61,124.77,0.61,0.0,4211.0,4211.0,2017,11,10
Pennar,20,78.0,316.17,50.33,27.67,0.0,7647.0,2017,11,11
Other,20,68.03,224.93,14.82,53.21,10360.0,45.0,2017,11,12
Pennar,10,16.95,865.94,14.19,2.76,6810.0,6830.0,2017,11,14
Pennar,26,10.0,927.59,0.33,9.67,0.0,40.0,2017,11,16
Pennar,26,9.98,616.99,0.41,9.57,-999.0,-999.0,2017,11,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,11,18
Pennar,10,2.97,866.86,2.59,0.38,-999.0,-999.0,2017,11,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,11,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,11,22
Krishna,10,215.81,875.26,164.83,50.98,0.0,15963.0,2017,12,1
Krishna,9,312.05,563.5,240.6,71.45,0.0,41462.0,2017,12,2
Krishna,13,3.07,56.23,2.88,0.19,2566.0,4508.0,2017,12,4
Other,7,24.11,265.42,14.46,9.65,125.0,125.0,2017,12,5
Pennar,26,17.74,612.96,0.94,16.8,1190.0,165.0,2017,12,6
Other,23,4.96,365.12,2.1,2.86,-999.0,-999.0,2017,12,7
Other,18,3.86,69.36,1.35,2.51,-999.0,-999.0,2017,12,8
Other,24,2.51,342.81,2.19,0.32,-999.0,-999.0,2017,12,9
Other,21,0.61,124.11,0.56,0.05,1404.0,1404.0,2017,12,10
Pennar,20,78.0,313.2,45.81,32.19,-999.0,-999.0,2017,12,11
Other,20,68.03,236.45,21.93,46.1,450.0,643.0,2017,12,12
Pennar,10,16.95,867.49,16.45,0.5,3095.0,3095.0,2017,12,14
Pennar,26,10.0,928.15,0.36,9.64,1175.0,40.0,2017,12,16
Pennar,26,9.98,619.32,0.54,9.44,-999.0,-999.0,2017,12,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2017,12,18
Pennar,10,2.97,853.81,1.15,1.82,-999.0,-999.0,2017,12,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2017,12,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2017,12,22
Krishna,10,215.81,871.82,149.49,66.32,0.0,5963.0,2018,1,1
Krishna,9,312.05,541.3,191.05,121.0,0.0,18787.0,2018,1,2
Krishna,13,3.07,56.33,2.9,0.17,2270.0,1734.0,2018,1,4
Other,7,24.11,261.52,13.12,10.99,0.0,0.0,2018,1,5
Pennar,26,17.74,612.96,0.94,16.8,650.0,502.0,2018,1,6
Other,23,4.96,363.85,1.92,3.04,-999.0,-999.0,2018,1,7
Other,18,3.86,70.31,1.39,2.47,-999.0,-999.0,2018,1,8
Other,24,2.51,342.59,2.15,0.36,-999.0,-999.0,2018,1,9
Other,21,0.61,123.36,0.49,0.12,0.0,0.0,2018,1,10
Pennar,20,78.0,307.84,38.63,39.37,0.0,0.0,2018,1,11
Other,20,68.03,230.15,17.81,50.22,0.0,0.0,2018,1,12
Pennar,10,16.95,856.04,11.24,5.71,0.0,0.0,2018,1,14
Pennar,26,10.0,928.08,0.36,9.64,1265.0,40.0,2018,1,16
Pennar,26,9.98,635.53,2.17,7.81,-999.0,-999.0,2018,1,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2018,1,18
Pennar,10,2.97,854.86,1.23,1.74,-999.0,-999.0,2018,1,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2018,1,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2018,1,22
Krishna,10,215.81,865.39,123.86,91.95,0.0,3963.0,2018,2,1
Krishna,9,312.05,527.9,164.08,147.97,14126.0,20236.0,2018,2,2
Krishna,13,3.07,56.14,2.86,0.21,1784.0,1775.0,2018,2,4
Other,7,24.11,255.25,11.03,13.08,78.82,909.95,2018,2,5
Pennar,26,17.74,654.72,5.67,12.07,0.0,-999.0,2018,2,6
Other,23,4.96,354.46,0.83,4.13,-999.0,-999.0,2018,2,7
Other,18,3.86,71.56,1.53,2.33,-999.0,-999.0,2018,2,8
Other,24,2.51,341.99,2.04,0.47,-999.0,-999.0,2018,2,9
Other,21,0.61,118.24,0.13,0.48,397.0,397.0,2018,2,10
Pennar,20,78.0,299.35,28.78,49.22,715.0,7648.0,2018,2,11
Other,20,68.03,223.95,14.3,53.73,3170.0,2958.0,2018,2,12
Pennar,10,16.95,849.97,8.69,8.26,0.0,1296.0,2018,2,14
Pennar,26,10.0,965.22,6.15,3.85,0.0,40.0,2018,2,16
Pennar,26,9.98,634.25,2.0,7.98,-999.0,-999.0,2018,2,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2018,2,18
Pennar,10,2.97,866.11,2.48,0.49,-999.0,-999.0,2018,2,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2018,2,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2018,2,22
Krishna,10,215.81,847.21,74.19,141.62,0.0,2644.0,2018,3,1
Krishna,9,312.05,523.0,154.8,157.25,0.0,7935.0,2018,3,2
Krishna,13,3.07,54.43,2.37,0.7,3464.0,1628.0,2018,3,4
Other,7,24.11,248.46,8.97,15.14,71.64,1119.32,2018,3,5
Pennar,26,17.74,649.77,4.82,12.92,0.0,-999.0,2018,3,6
Other,23,4.96,363.58,1.88,3.08,-999.0,-999.0,2018,3,7
Other,18,3.86,73.26,2.06,1.8,-999.0,-999.0,2018,3,8
Other,24,2.51,340.26,1.74,0.77,-999.0,-999.0,2018,3,9
Other,21,0.61,115.39,0.05,0.56,120.0,120.0,2018,3,10
Pennar,20,78.0,288.16,18.78,59.22,0.0,3009.0,2018,3,11
Other,20,68.03,209.84,8.38,59.65,0.0,1810.0,2018,3,12
Pennar,10,16.95,844.46,6.84,10.11,0.0,1428.0,2018,3,14
Pennar,26,10.0,964.4,5.91,4.09,0.0,40.0,2018,3,16
Pennar,26,9.98,632.87,1.83,8.15,-999.0,-999.0,2018,3,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2018,3,18
Pennar,10,2.97,865.12,2.35,0.62,-999.0,-999.0,2018,3,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2018,3,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2018,3,22
Krishna,10,215.81,806.17,32.14,183.67,0.0,0.0,2018,4,1
Krishna,9,312.05,517.2,144.22,167.83,0.0,16875.0,2018,4,2
Krishna,13,3.07,55.61,2.71,0.36,6139.0,4999.0,2018,4,4
Other,7,24.11,238.94,6.39,17.73,35.42,1158.0,2018,4,5
Pennar,26,17.74,645.9,4.25,13.49,0.0,-999.0,2018,4,6
Other,23,4.96,363.32,1.84,3.12,-999.0,-999.0,2018,4,7
Other,18,3.86,71.88,1.58,2.28,-999.0,-999.0,2018,4,8
Other,24,2.51,336.81,1.23,1.28,-999.0,-999.0,2018,4,9
Other,21,0.61,114.99,0.04,0.57,200.0,0.0,2018,4,10
Pennar,20,78.0,281.33,13.94,64.06,0.0,914.0,2018,4,11
Other,20,68.03,204.59,6.77,61.26,0.0,100.0,2018,4,12
Pennar,10,16.95,838.81,5.19,11.76,0.0,117.0,2018,4,14
Pennar,26,10.0,963.39,5.64,4.36,0.0,34.0,2018,4,16
Pennar,26,9.98,631.07,1.62,8.36,-999.0,-999.0,2018,4,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2018,4,18
Pennar,10,2.97,863.48,2.14,0.83,-999.0,-999.0,2018,4,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2018,4,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2018,4,22
Krishna,10,215.81,801.18,29.56,186.25,0.0,0.0,2018,5,1
Krishna,9,312.05,512.6,136.13,175.92,0.0,460.0,2018,5,2
Krishna,13,3.07,55.68,2.73,0.34,48.0,0.0,2018,5,4
Other,7,24.11,233.33,5.14,18.97,-999.0,-999.0,2018,5,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,42.0,2018,5,6
Other,23,4.96,363.42,1.86,3.1,-999.0,-999.0,2018,5,7
Other,18,3.86,69.91,1.36,2.5,-999.0,-999.0,2018,5,8
Other,24,2.51,338.39,1.45,1.06,-999.0,-999.0,2018,5,9
Other,21,0.61,110.27,0.0,0.61,166.0,166.0,2018,5,10
Pennar,20,78.0,279.2,12.59,65.41,0.0,764.0,2018,5,11
Other,20,68.03,203.64,6.51,61.52,-999.0,-999.0,2018,5,12
Pennar,10,16.95,834.06,3.87,13.08,-999.0,-999.0,2018,5,14
Pennar,26,10.0,926.77,0.29,9.71,-999.0,-999.0,2018,5,16
Pennar,26,9.98,621.75,0.72,9.26,-999.0,-999.0,2018,5,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2018,5,18
Pennar,10,2.97,862.07,1.97,1.0,-999.0,-999.0,2018,5,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2018,5,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2018,5,22
Krishna,10,215.81,801.18,29.56,186.25,0.0,0.0,2018,6,1
Krishna,9,312.05,512.6,136.13,175.92,0.0,460.0,2018,6,2
Krishna,13,3.07,55.68,2.73,0.34,48.0,0.0,2018,6,4
Other,7,24.11,233.33,5.14,18.97,-999.0,-999.0,2018,6,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,42.0,2018,6,6
Other,23,4.96,363.42,1.86,3.1,-999.0,-999.0,2018,6,7
Other,18,3.86,69.91,1.36,2.5,-999.0,-999.0,2018,6,8
Other,24,2.51,338.39,1.45,1.06,-999.0,-999.0,2018,6,9
Other,21,0.61,110.27,0.0,0.61,166.0,166.0,2018,6,10
Pennar,20,78.0,279.2,12.59,65.41,0.0,764.0,2018,6,11
Other,20,68.03,203.64,6.51,61.52,-999.0,-999.0,2018,6,12
Pennar,10,16.95,834.06,3.87,13.08,-999.0,-999.0,2018,6,14
Pennar,26,10.0,926.77,0.29,9.71,-999.0,-999.0,2018,6,16
Pennar,26,9.98,621.75,0.72,9.26,-999.0,-999.0,2018,6,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2018,6,18
Pennar,10,2.97,862.07,1.97,1.0,-999.0,-999.0,2018,6,20
Pennar,26,1.6,-999.0,-999.0,1.6,-999.0,-999.0,2018,6,21
Pennar,3,0.31,-999.0,-999.0,0.31,-999.0,-999.0,2018,6,22
Krishna,10,215.81,800.1,29.06,186.76,0.0,0.0,2018,7,1
Krishna,9,312.05,511.19,133.72,178.33,0.0,460.0,2018,7,2
Krishna,13,3.07,56.14,2.86,0.21,3666.0,3460.0,2018,7,4
Other,7,24.11,231.63,4.79,19.32,-999.0,-999.0,2018,7,5
Pennar,26,17.74,612.96,0.94,16.8,0.0,23.0,2018,7,6
Other,23,4.96,365.55,2.15,2.81,-999.0,-999.0,2018,7,7
Other,18,3.86,67.52,1.16,2.7,-999.0,-999.0,2018,7,8
Other,24,2.51,341.77,2.0,0.51,-999.0,-999.0,2018,7,9
Other,21,0.61,122.15,0.37,0.24,108.0,0.0,2018,7,10
Pennar,20,78.0,276.8,11.17,66.83,-999.0,-999.0,2018,7,11
Other,20,68.03,263.55,47.26,20.77,-999.0,-999.0,2018,7,12
Pennar,10,16.95,831.59,3.35,13.6,-999.0,-999.0,2018,7,14
Pennar,26,10.0,948.95,2.52,7.48,-999.0,-999.0,2018,7,16
Pennar,26,9.98,618.5,0.49,9.49,-999.0,-999.0,2018,7,17
Pennar,26,6.0,-999.0,-999.0,6.0,-999.0,-999.0,2018,7,18
